"","SRR951029","SRR951030","SRR951035","SRR951036","SRR951038","SRR951039"
"SL1344_4072",2.3,2.08,1.11,1.09,0.12,0.07
"SL1344_4073",1.73,1.99,1.22,1.42,0.45,0.19
"OxyS",14.8,17.75,4.39,5.73,7.79,8.56
"SL1344_ncRNA_105",14.8,17.75,4.39,5.73,7.79,8.56
"SL1344_4074",14.27,13.64,7.21,8.57,1.77,1.1
"SL1344_4075",14.97,15.32,12.97,9.43,3.94,1.97
"SL1344_4076",13.07,13.04,8.02,7.88,1.96,0.85
"SL1344_4077",14.03,12.24,12.42,10.83,0.82,0.44
"SL1344_4078",8.68,7.96,2.54,2.94,1.19,0.62
"SL1344_4079",8.76,9.22,4.27,4.26,0.53,0.19
"SL1344_4080",21.13,22.35,5.4,7.05,0.48,0.2
"SL1344_rRNA_17",3637.13,3672.6,1413.93,805.05,1031.06,355.01
"SL1344_tRNA_72",5778.06,5894.46,4816.68,6196.3,2755.04,3222.45
"SL1344_tRNA_73",10796.64,10882.48,11757.97,14417.84,8969.35,13988.29
"SL1344_rRNA_18",4160.76,4204.33,1819.41,1028.53,888.01,534.99
"SL1344_rRNA_19",27779.66,27643.35,18777.43,23078.28,13742.69,28227.41
"SL1344_4081",7.8,7.5,1.52,2.14,0.3,0.11
"SL1344_4082",10.06,9.8,2.21,3.43,0.51,0.22
"SL1344_4083",12.47,11.19,4.02,4.41,0.6,0.24
"SL1344_4084",3.27,3.45,5.88,5.6,7.66,3.26
"SL1344_tRNA_74",18862.27,18694.12,23769.3,28471.03,17309.13,20820.87
"SL1344_tRNA_75",4911.15,4724.92,3989.85,3500.82,7004.61,6401.87
"SL1344_tRNA_76",13614.09,13531.31,25958.37,15857.26,32239.93,16330.8
"SL1344_tRNA_77",2194.24,2156.56,3326.69,3523.6,2666.2,1865.48
"SL1344_4085",326.03,320.66,64.99,90.93,1.26,1.21
"SL1344_4086",53.28,51.89,13.68,16.66,1.24,0.99
"SL1344_4087",72.05,70.17,19.75,24.75,1,0.79
"SL1344_4088",200.3,207.01,19.3,63.1,0.44,0.88
"SL1344_4089",295.57,298.74,28.78,37.92,0.59,0.41
"SL1344_4090",746.36,755.53,57.57,87.92,0.81,1.28
"SL1344_4091",854.21,890.62,123.16,136.37,12.76,8.53
"SL1344_4092",50.3,49.97,8.63,11.3,0.31,0.22
"SL1344_4093",54.37,56.65,9.74,13.16,0.41,0.19
"STnc3490",12.22,13.19,4.77,9.81,2.79,1
"SL1344_4094",4.64,4.27,1.34,1.68,0.85,0.25
"SL1344_4095",1.2,2.12,0.22,0.32,0.04,0.02
"SL1344_4096",4.1,4.46,2.96,2.89,1.7,0.6
"SL1344_4097",14.52,14.35,10.53,9.63,0.73,0.68
"SL1344_4098",1.19,1.01,0.35,0.5,0.16,0.07
"SL1344_4099",0.4,0.61,0.2,0.28,0.01,0.01
"SL1344_4100",0.39,1.43,0.22,0.31,0.03,0.02
"SL1344_4101",0.82,0.48,0.11,0.33,0.03,0.03
"SL1344_4102",0.9,0.66,0.24,0.3,0.01,0.04
"SL1344_4103",1.31,1.29,0.46,0.75,0.12,0.06
"STnc1460",1164.87,1174.76,571.42,620.97,15.43,20.72
"SL1344_ncRNA_106",1164.76,1174.76,571.42,620.97,15.43,20.72
"SL1344_4104",4.61,3.95,6.36,5.19,1.87,1.05
"SL1344_4105",2.28,1.89,2.16,2.38,1.6,0.82
"SL1344_4106",5.35,6.73,2.47,2.81,0.61,0.31
"SL1344_4107",6.01,6.29,2.83,3.19,0.25,0.2
"SL1344_4108",22.96,24.67,6.72,7.52,0.63,0.37
"SL1344_4109",603.53,596.53,357.24,392.93,1.55,2.37
"SL1344_4110",43.09,42.34,24.27,56.72,0.21,0.44
"SL1344_4111",1.31,1.32,0.41,0.55,0.16,0.06
"SL1344_4112",3.71,4.07,1.53,1.65,0.32,0.18
"SL1344_4113",5.86,6.1,2.08,2.73,0.11,0.09
"SL1344_4114",4.54,4.83,1.49,1.4,0.03,0.02
"SL1344_4115",3.63,4.26,2.35,1.4,0.09,0.06
"SL1344_rRNA_20",3495.36,3539.12,1406.31,781.96,1034.87,354.17
"SL1344_tRNA_78",3540.93,3589.27,5079.54,6645.83,4532.26,7186.5
"SL1344_rRNA_21",4177.23,4226.78,1821.65,1032.53,893.16,537.55
"SL1344_rRNA_22",25825.42,25102.96,16618.94,3111.04,12915.31,3857.22
"SL1344_4116",15.91,13.58,8.05,6.99,10.7,5.41
"SL1344_4117",1.56,1.32,1.64,1.44,1.91,0.7
"SL1344_4118",0.34,0.46,0.69,0.62,2.77,1.91
"SL1344_4119",0.75,0.68,0.98,1.01,4.81,3.12
"SL1344_4120",1.8,1.82,1.37,2,16.22,12.59
"SL1344_4121",4.52,4.62,1.25,1.76,0.84,0.65
"SL1344_4122",11.33,10.5,2.89,3.4,4.94,2.07
"SL1344_4123",2.9,3.16,1.69,1.96,0.16,0.1
"SL1344_4124",2.64,3.17,2.16,2.56,1.8,0.93
"SL1344_4125",1.58,1.74,3.45,4.69,0.16,0.09
"SL1344_4126",3.55,4.09,2.24,2.14,1.79,1.22
"SL1344_4127",32.37,34.73,7.62,9.7,1.25,0.68
"SL1344_4128",16.31,16.58,4.4,5.28,0.47,0.29
"SL1344_4129",14.13,14.04,5.7,5.47,0.81,0.41
"SL1344_4130",2.09,1.55,1.15,1.75,0.64,0.28
"SL1344_4131",0.78,0.64,0.4,0.58,0.34,0.07
"SL1344_4132",0.89,0.45,0.22,0.3,0.22,0.08
"SL1344_4133",0.85,1.2,0.74,0.6,3.71,1.94
"SL1344_4134",0.77,0.69,0.52,0.64,0.31,0.13
"SL1344_4135",0.46,0.39,0.25,0.34,0.15,0.08
"SL1344_4136",0.25,0.58,0.21,0.19,0.34,0.13
"SL1344_4137",0.37,0.37,0.09,0.15,0.01,0.01
"SL1344_4138",0.14,0.14,0.12,0.04,0,0.01
"SL1344_4139",5.5,4.84,1.52,1.67,1.22,0.3
"SL1344_4140",4.09,4.04,1.22,1.34,0.91,0.23
"SL1344_4141",5.62,5.34,2.7,3.04,2.4,1.17
"STnc4100",5.93,6.85,9.87,9.36,1.6,0.58
"SL1344_4142",1.22,1.08,0.44,0.54,0.12,0.05
"SL1344_4143",0.6,0.67,0.45,0.53,1.36,0.58
"SL1344_4144",0.74,0.25,0.36,0.39,0.16,0.06
"SL1344_4145",0.54,0.44,0.23,0.24,0.08,0.04
"SL1344_4146",0.31,0.2,0.1,0.14,0.03,0.01
"SL1344_4147",0.41,0.33,0.38,0.47,0.06,0.08
"SL1344_4148",0.44,0.3,0.37,0.38,0.3,0.09
"SL1344_4149",0.58,0.71,0.21,0.27,0.16,0.06
"SL1344_4150",0.26,0.4,0.11,0.1,0.13,0
"SL1344_4151",0.11,0.06,0.05,0.1,0.06,0.03
"SL1344_4152",0.25,0.08,0.03,0.19,0.12,0.06
"SL1344_4153",0.3,0.17,0.07,0.12,0.04,0.01
"SL1344_4154",0.27,0.09,0.04,0.12,0.05,0.04
"SL1344_4155",2.98,3.45,4.85,4.84,2.05,1.17
"SL1344_4156",3.11,2.98,1.46,2.24,0.11,0.19
"SL1344_4157",15.18,14.7,4.08,5.16,0.6,0.41
"SL1344_4158",3.94,4.19,4.57,5.5,0.73,0.41
"SL1344_4159",0.62,0.43,0.21,0.41,0.03,0.03
"SL1344_4160",0.49,0.28,0.07,0.13,0,0.01
"SL1344_4161",1.35,1.31,0.82,0.69,0.35,0.15
"SL1344_4162",3.09,4.32,2.06,2.02,0.38,0.14
"STnc810",57.92,46.47,39.96,50.09,1.78,2.34
"SL1344_4163",4.91,5.59,1.05,1.1,0.04,0.05
"SL1344_4164",5.73,5.74,0.77,0.74,0.14,0.09
"SL1344_4166",20.07,20.28,5.58,4.69,0.15,0.09
"SL1344_4167",16.43,17.11,2.08,1.9,0.04,0.02
"SL1344_4168",23.23,23.72,5.15,7.02,0.25,0.11
"SL1344_4169",32.67,33.87,16.65,18.51,3.87,4.06
"STnc2130",150.55,157.06,136.78,162.45,37.96,40.58
"SL1344_ncRNA_107",149.98,157.06,136.78,162.45,37.96,40.54
"SL1344_4170",6.24,6.49,1.94,1.6,7.03,2.39
"SL1344_4171",7.36,7.32,1.99,1.95,1.65,0.94
"SL1344_4172",20.11,19.64,5.98,7.01,0.9,0.45
"SL1344_4173",12.28,14.42,8.55,6.28,1.08,0.52
"SL1344_4174",51.2,50.71,13.72,14.56,1.59,0.75
"SL1344_4175",5.88,6.24,1.22,1.4,0.13,0.06
"SL1344_4176",27.36,28.29,127.8,203.44,84.68,86.51
"SL1344_4177",11.34,10.41,2.95,3.26,0.81,0.51
"SL1344_4178",1.82,2.15,2.13,2.63,0.41,0.23
"SL1344_4179",6.74,6.32,3.09,3.26,0.73,0.32
"SL1344_4180",1.83,2.11,1.37,2.41,0.63,0.24
"STnc880",179.65,177.29,288.38,261.61,321.79,111.33
"SL1344_ncRNA_108",179.65,177.29,288.66,261.69,321.79,111.33
"SL1344_4181",2.55,2.33,2.45,4.55,1.96,1.35
"SL1344_4182",17.48,16.28,2.43,3.52,0.25,0.12
"SL1344_4183",7.67,6.71,1.59,1.82,0.1,0.03
"SL1344_4184",4.45,4.26,1.8,1.42,0.14,0.1
"SL1344_4185",4.75,4.35,6.06,8.11,0.27,0.16
"SL1344_4186",6.89,6.38,5.51,4.84,1.19,0.47
"SL1344_4187",2.97,2.63,2.86,3.11,1.39,0.86
"SL1344_4188",2.22,2.77,0.93,1.95,0.71,0.55
"SL1344_4189",1.42,1.2,0.17,0.43,0.24,0.12
"SL1344_4190",6.61,6.66,2.14,2.78,0.3,0.18
"SL1344_4191",14.61,11.37,2.7,4.25,0.56,0.17
"SL1344_4192",23.36,22.35,10.45,11.12,5.79,2.12
"SL1344_4193",0.61,0.7,72.48,74.83,0.08,0.04
"SL1344_4194",0.73,0.64,47.64,44.93,0.05,0.04
"SL1344_4195",0.59,1.07,62.69,64.3,0.07,0.05
"SL1344_4196",1.05,1.06,97.43,105,0.08,0.06
"SL1344_4197",2.14,2.25,31.9,29.03,0.88,0.36
"SL1344_4198",2.51,3.04,18.26,19.21,0.68,0.25
"SL1344_4199",4.68,6.01,1.35,1.57,18.62,5.94
"SL1344_4200",2.31,2.2,1.66,1.57,0.4,0.16
"SL1344_4201",6.95,8.05,2.99,2.82,0.46,0.22
"SL1344_4202",3.05,3.35,2.13,2.61,0.87,0.67
"SraL",3.12,4.25,46.45,49.28,203.63,172.27
"SL1344_ncRNA_109",3.12,4.25,46.45,49.28,203.63,172.27
"SL1344_4203",1.86,1.75,4.28,5.64,2.96,1.96
"SL1344_4204",8.48,7.77,3.86,2.88,0.19,0.21
"SL1344_4205",3.43,3.47,5.21,6.23,0.17,0.18
"SL1344_4206",4.52,3.61,2.33,2.62,0.85,0.48
"SL1344_4207",3.47,3.74,0.24,0.36,0.1,0.04
"SL1344_4208",1.5,1.66,0.22,0.42,0.05,0.02
"SL1344_4209",0.89,0.63,2.13,2.6,0.22,0.09
"SL1344_4210",0.58,0.83,1.87,3.07,0.5,0.12
"SL1344_4211",0.71,0.79,9.09,4.59,4.56,2.06
"SL1344_4212",3.88,5.32,13.99,10.2,7.24,3.01
"SL1344_4213",0.4,0.45,3.79,4.8,0.1,0.15
"SL1344_4214",2.83,2.35,3.15,3.57,0.07,0.02
"SL1344_4215",0.96,0.82,3.32,2.78,0.09,0.04
"SL1344_4216",0.38,0.38,1.35,1.18,0.05,0.02
"SL1344_4217",0.42,0.52,1.11,0.63,0.13,0.05
"SL1344_4218",1.46,2.02,0.86,0.75,0.41,0.1
"SL1344_4219",7.09,6.86,3.88,5.1,0.42,0.37
"SL1344_4220",4.7,4.56,2.38,1.83,0.59,0.34
"SL1344_4221",1.48,1.61,1.52,2.02,0.26,0.19
"SL1344_4223",5.04,5.08,3.16,2.85,0.72,0.29
"SL1344_4224",2.62,3.3,2.78,2.68,0.9,0.51
"SL1344_4225",1.4,1.35,1.54,1.75,1.44,1.02
"SL1344_4226",8.63,8.77,4.73,7,0.41,0.28
"SL1344_4227",4.72,4.58,4.33,5.41,1.57,0.95
"STnc630",151.5,146.71,74.25,74.15,17.71,10.6
"SL1344_4228",14.65,14.29,3.83,5.11,0.74,0.9
"SL1344_4229",9.95,11.81,2.89,3.42,0.73,0.4
"SL1344_4230",17.99,18.1,4.14,4.18,0.85,0.33
"SL1344_4231",1.84,1.07,1,1.67,0.36,0.18
"SL1344_4232",3.87,4.65,3.24,4.65,1.42,0.59
"STnc1180",5.72,3.84,6.99,14.71,4.54,2.12
"SL1344_4233",1.21,1.42,0.62,0.86,0.3,0.12
"STnc4110",7.17,2.81,8.54,11.12,20.49,12.08
"SL1344_4234",1.47,1.31,2.02,2.16,0.44,0.23
"SL1344_4235",0.21,0.19,3.22,5.21,0.05,0.03
"SL1344_4236",0.65,0.75,1.99,3.5,0.23,0.12
"SL1344_4237",1.1,1.3,0.76,0.99,0.17,0.09
"SL1344_4238",0.42,0.56,0.64,0.67,0.32,0.12
"SL1344_4239",2.42,2.25,0.65,0.54,0.27,0.09
"SL1344_4240",4.32,5.25,3.93,3.29,0.76,0.45
"SL1344_4241",3.13,3.24,2.17,2.14,0.84,0.31
"SL1344_4242",0.22,0.29,2.72,3.7,0.21,0.13
"SL1344_4243",0.21,0.46,1.82,2.58,0.09,0.06
"SL1344_4244",0.47,0.4,2.59,2.64,0.08,0.03
"SL1344_4245",1.15,0.76,2.93,2.71,0.07,0.07
"SL1344_4246",0.5,0.45,0.43,0.41,0.22,0.14
"SL1344_4247",0.77,0.6,3.71,8.51,0.97,0.5
"STnc440",54.67,58.28,525.72,610.47,223.07,201.1
"SL1344_ncRNA_110",54.67,58.6,525.72,610.47,223.07,201.1
"SL1344_4248",2.3,1.93,5.2,9.39,0.27,0.15
"SL1344_4249",2.76,3.5,16.92,34.57,2.99,1.42
"SL1344_4250",5.4,6.16,52.36,92.74,2.92,1.64
"SL1344_4251",7.21,7.95,98.59,138.85,25.75,13.63
"SL1344_4252",3.73,3.05,12.11,17.97,4.24,2.23
"SL1344_4253",7.05,7.72,4.59,5.75,0.69,0.32
"SL1344_4254",1.53,2.07,1.39,1.79,0.12,0.07
"SL1344_4255",4.82,4.88,6.91,6.85,1.01,0.3
"SL1344_4256",0.19,0.19,0.16,0.3,0.73,0.03
"SL1344_4257",0.34,0.69,0.23,0.27,0.17,0.01
"SL1344_4258",8.71,9.79,1.89,2.17,0.69,0.4
"SL1344_tRNA_79",564.08,597.38,506.88,201.94,407.1,241.01
"SL1344_4259",9.89,9.51,6.72,7.74,4.75,2.31
"SL1344_4260",3.78,3.28,1.12,1.37,0.15,0.07
"SL1344_4261",6.47,5.02,1.38,1.88,0.45,0.2
"SL1344_4262",5.77,6.14,4.78,9.16,0.24,0.13
"STnc3000",51.8,47.72,179.15,298.62,343.57,175.31
"SL1344_4263",42.17,41.84,72.09,79.58,23.89,12.21
"SL1344_4264",23.64,26.94,6.24,6.05,2.09,1.37
"SL1344_4265",3.77,4.14,2.98,3.69,1.39,0.7
"SL1344_4266",737.48,774.38,91.18,123.59,1.84,2.49
"SL1344_4267",255.98,258.57,30.17,31.54,0.69,0.47
"SL1344_4268",29.24,30.71,35.51,32.2,4.84,2.13
"SL1344_4269",4.59,4.89,2.17,3.15,1.77,0.79
"SL1344_4270",42.76,44,6.3,6.73,1.36,0.59
"SL1344_4271",209.6,209.62,31.64,28.93,2.59,1.38
"SL1344_4272",60.14,67.19,15.43,24.62,3.98,2.16
"SL1344_4273",27.48,33.53,599.65,590.71,400.33,379.06
"SL1344_4274",24.44,23.51,15.76,27.58,4.73,10.07
"SL1344_4275",7.33,8.61,4.17,7.23,2.71,2.08
"SL1344_4276",1.7,1.9,4.85,4.71,3.66,1.26
"SL1344_4277",5.11,6.23,13,14.05,0.6,0.44
"SL1344_4278",4.05,3.95,9.89,10.88,0.36,0.08
"SL1344_4279",4.97,4.51,11.95,11.81,0.25,0.1
"SL1344_4280",2.94,3.15,7.57,9.73,0.15,0.12
"SL1344_4281",7.04,6.61,1.46,1.72,0.32,0.18
"SL1344_4282",0.93,0.97,0.39,0.52,0.24,0.11
"SL1344_4283",14.31,13.08,8.81,8.4,3.63,1.62
"SL1344_4284",4.25,4.3,2.68,2.59,0.32,0.21
"SL1344_4285",5.61,6.16,3.71,4.57,0.7,0.32
"SL1344_4286",8.54,10.15,5.98,8.44,2.61,2
"SL1344_4287",10.06,11.08,5.78,5.83,1.51,0.98
"SL1344_4288",3.56,3.66,1.88,2.22,0.22,0.09
"SL1344_tRNA_80",11951.76,11950.76,22960.32,27687.37,25169.72,32293.9
"SL1344_tRNA_81",11630.34,11561.68,23012.34,27691.66,25312.4,32322.58
"SL1344_tRNA_82",6424.48,6364.64,13364.31,5615.48,12488.65,4469.84
"SL1344_4288A",12.95,7.73,3.63,4.42,0.36,0.07
"SL1344_4289",4.98,5.38,1.67,2.37,0.61,0.39
"SL1344_4290",4.08,4.25,2.75,3.33,0.59,0.34
"SL1344_4291",6,6.27,4.52,3.75,0.68,0.29
"SL1344_4292",8.1,8.28,4.21,4.34,0.66,0.42
"SL1344_4293",7.94,8.5,3.7,4.28,0.57,0.44
"SL1344_4294",69.44,70.54,25.8,27.6,7.31,4.84
"SL1344_4295",212.97,207.56,78.83,95.7,8.31,6.31
"SL1344_4296",59.92,59.45,26.69,34.76,2.44,1.97
"SL1344_4297",29.64,28.28,10.03,12.81,0.61,0.32
"SL1344_4298",36.88,38.02,11.27,15.47,0.71,0.55
"SL1344_4299",56.84,56.78,14.32,16.48,1.06,0.46
"SL1344_4300",14.1,14.27,9.91,9.28,5.53,2.59
"SL1344_4301",8.81,8.95,5.29,7.27,1.34,0.84
"SL1344_4302",8.63,9.34,11.04,11.63,1.57,1.25
"SL1344_4303",0.64,0.26,0.56,0.71,0.45,0.24
"SL1344_4304",0.52,0.3,0.45,0.55,0.02,0.01
"SL1344_4305",0.46,0.49,0.31,0.36,0.12,0.05
"SL1344_4306",0.57,0.92,0.38,0.47,0.21,0.11
"SL1344_4307",0.84,0.78,0.49,0.92,0.28,0.11
"SL1344_4308",0.77,0.73,0.44,0.75,0.1,0.04
"SL1344_4309",0.96,1.08,0.74,0.86,0.13,0.04
"SL1344_4310",0.61,0.64,1.84,1.67,0.84,0.45
"SL1344_4311",2.26,2.93,5.46,6.27,2.4,1.59
"SL1344_4312",6.41,7.83,47.9,24.91,40.15,12.32
"SL1344_4313",3.11,3.23,1.97,1.95,1.25,0.6
"SL1344_4314",5.58,6,2.76,3.18,0.71,0.39
"SL1344_4315",0.92,1.03,0.46,0.63,0.23,0.11
"SL1344_4316",0.37,0.35,0.22,0.25,0.09,0.03
"SL1344_4317",0.68,1.11,0.53,0.58,0.21,0.07
"SL1344_4318",0.33,0.45,0.3,0.35,0.01,0.03
"SL1344_4319",0.6,0.68,0.37,0.44,0.19,0.07
"SL1344_4320",0.64,0.46,0.42,0.41,0.05,0.06
"SL1344_4321",1.36,1.86,1.24,1.1,0.25,0.12
"STnc4120",15.66,11.57,10.18,11.44,12.8,6.98
"SL1344_4322",6.1,5.95,3.82,5.14,4.14,2.67
"SL1344_4323",278.25,274.3,59.66,45.39,4.7,1.69
"SL1344_4324",162.71,166.44,12.25,39.79,0.2,0.88
"SL1344_4325",322.62,327.8,21.28,34.72,0.52,0.55
"SL1344_4326",301.35,295.59,19.99,28.47,0.66,0.64
"SL1344_4327",235.73,235.37,19.32,28.24,0.45,0.44
"SL1344_4328",1.9,1.77,1.22,1.4,6.37,2.72
"SL1344_4329",5.82,6.68,4.77,4.86,8.51,4.44
"SL1344_4330",17.62,17.39,5.05,4.45,0.44,0.4
"SL1344_4331",4.04,4.16,6.24,4.37,0.81,0.58
"SL1344_4332",1.8,1.69,1.23,1.14,1.07,0.5
"SL1344_4333",0.91,1.21,1.14,0.59,0.84,0.45
"SL1344_4334",0.37,0.22,0.17,0.11,0.09,0.04
"SL1344_4335",2.68,2.97,3.04,3.31,2.95,1.01
"SL1344_4336",2.68,2.86,2.55,2.74,0.38,0.22
"SL1344_4337",6.01,6.23,5.39,5.26,3.1,1.53
"SL1344_4338",3.43,4.07,5.09,5.22,3.83,2.35
"SL1344_4339",136.87,137.84,545.2,876.82,397.67,540.61
"SL1344_4340",10.37,9.72,4.81,5.78,3.03,1.73
"SL1344_4341",3.77,3.71,2.35,2.93,0.65,0.69
"SL1344_4342",8.08,7.91,3.22,3.4,0.45,0.28
"SL1344_4343",8.65,8.64,4.23,4.24,0.85,0.39
"SL1344_4344",36.03,35.99,21.07,22.99,6.28,3.81
"SL1344_4345",2.7,2.63,0.56,0.83,1.69,0.78
"SL1344_4346",0.65,0.83,0.41,0.6,0.22,0.09
"SL1344_4347",276.2,272.85,44.2,47.13,5.52,3.44
"SL1344_4348",42.33,39.21,8.85,10.18,0.39,0.27
"SL1344_4349",9.33,9.22,2.89,3.78,0.2,0.09
"SL1344_4350",7.08,8.07,2.92,3.29,0.43,0.26
"SL1344_4351",1.68,1.92,1.19,1.13,1.47,0.44
"SL1344_4352",1.03,1.18,0.51,0.63,0.21,0.12
"STnc1740",16.11,17.68,5.14,4.47,2.07,1.1
"STnc2160",6.88,5.71,16.15,18.43,2.96,3.46
"SL1344_ncRNA_111",6.88,5.71,16.32,18.54,2.96,3.46
"SL1344_4353",2.05,1.38,1.38,1.78,0.29,0.19
"SL1344_4354",0.88,0.59,0.39,0.48,0.08,0.05
"SL1344_4354A",0.26,0.17,0.18,0.07,0,0
"SL1344_4355",0.28,0.35,0.36,0.41,0.07,0.02
"SL1344_4356",0.11,0.12,0.19,0.17,0.27,0.11
"SL1344_4357",1.18,0.72,1.21,1.14,1.03,0.63
"SL1344_4358",0.75,0.7,0.42,0.37,0.12,0.06
"SL1344_4359",1.58,1.69,0.78,0.74,0.28,0.11
"SL1344_4360",0.53,0.34,0.13,0.23,0.05,0.03
"SL1344_4361",0.43,0.34,0.36,0.4,0.25,0.1
"SL1344_4362",0.45,0.43,0.33,0.3,0.33,0.15
"SL1344_4363",1.11,1.25,0.65,0.57,0.32,0.11
"SL1344_4364",0.38,0.38,0.38,0.36,0.15,0.09
"SL1344_4365",0.13,0.26,0.41,0.41,0.3,0.13
"SL1344_4366",1.55,1.65,0.57,0.64,0.21,0.13
"SL1344_4367",23.51,20.98,5.81,7.28,2.18,1.28
"SL1344_4368",8.75,7.33,4.82,5.16,1.19,0.5
"SL1344_4369",54.21,57.29,39.95,38.07,4.17,2.02
"SL1344_4369A",24.83,27.69,21.76,36.47,2.5,1.65
"SL1344_4370",0.84,0.69,0.32,0.52,0.15,0.07
"SL1344_4371",0.29,0.29,0.51,0.56,0.11,0.08
"SL1344_4372",0.68,0.69,0.75,0.9,0.22,0.08
"SL1344_4373",0.5,0.4,0.36,0.37,0.18,0.08
"SL1344_4374",0.68,0.57,0.42,0.36,0.2,0.13
"SL1344_4375",0.66,0.67,0.52,0.41,0.04,0.01
"SL1344_4376",0.88,0.58,0.5,0.58,0.15,0.14
"SL1344_4377",1.43,1.13,0.79,0.96,0.24,0.14
"SL1344_4378",2.21,2.36,0.9,1.07,0.19,0.11
"SL1344_4379",8.85,7.08,3.22,3.23,0.91,0.91
"SL1344_4380",5.36,6.04,2.41,3.45,1.17,0.71
"SL1344_4381",3.01,2.8,1.66,1.95,0.24,0.13
"SL1344_4382",0.68,0.77,1.69,2.88,0.35,0.16
"SL1344_4383",0.61,0.15,0.64,0.56,0.38,0.19
"SL1344_4384",0.69,0.62,0.44,0.47,0.04,0.02
"SL1344_4385",0.75,0.96,1.42,1.34,0.33,0.13
"SL1344_4386",1.5,1.54,0.64,0.68,0.46,0.25
"SL1344_4387",1.19,1.16,0.76,0.8,0.3,0.14
"SL1344_4388",13.04,13.3,3.92,5.9,0.88,0.42
"SL1344_4389",55.08,58.09,44.28,52.42,2.04,1.74
"SL1344_4390",5.05,5.48,1.22,1.46,0.18,0.03
"SL1344_4391",4.04,4.01,0.63,0.95,0.1,0.05
"SL1344_4392",104.86,105.09,9.17,21.12,1.34,0.67
"SL1344_4393",0.9,1.12,0.76,0.67,0.6,0.19
"SL1344_4394",0.98,1.15,0.53,0.58,0.33,0.13
"SL1344_4395",0.05,0.13,0.17,0.2,0.03,0.02
"SL1344_4396",0.53,0.48,0.24,0.47,0.03,0.03
"SL1344_4397",0.06,0.09,0.19,0.28,0.25,0.15
"SL1344_4398",2.52,2.59,2.04,2.14,0.49,0.26
"SL1344_4399",0.8,0.86,0.62,0.74,0.83,0.28
"SL1344_4400",28.75,28.15,11.14,10.99,1.88,1.48
"SL1344_4401",4.2,4.11,1.45,2.13,0.36,0.37
"SL1344_4402",3.39,3.09,1.45,1.39,0.32,0.23
"SL1344_4403",3.6,4.04,2.94,2.12,8.03,2.78
"SL1344_4404",1.81,1.62,0.81,0.84,0.67,0.28
"SL1344_4405",16.7,16.89,4.06,5.32,0.25,0.13
"SL1344_4406",30.56,31.84,9.14,10.63,0.94,0.4
"SL1344_4407",17.97,16.63,6.82,8.5,0.91,0.51
"SL1344_4408",79.85,87.16,22.85,38.24,5.44,4.36
"SL1344_4409",15.11,15.34,5.47,6.7,1.54,0.96
"SL1344_4410",11.86,11.17,4.08,4.72,0.99,0.55
"SL1344_4411",1.5,1.36,1.49,1.27,0.38,0.12
"SL1344_4412",0.81,0.68,1.34,1.14,0.28,0.14
"SL1344_4413",0.41,0.99,0.46,0.49,0.66,0.29
"SL1344_4414",0.15,0.43,0.4,0.55,0.44,0.17
"SL1344_4415",1.27,1.52,1.5,2.11,1.54,0.71
"SL1344_4416",1.65,1.13,2.44,3.16,1.25,0.71
"SL1344_tRNA_83",2626.44,2696.91,4448.52,2790.94,4414.19,1958.24
"SL1344_4417",1.15,1.64,0.77,0.88,0.34,0.06
"SL1344_4418",3.57,3.59,1.89,1.84,0.53,0.19
"SL1344_4419",7.3,7.9,4.74,4.91,0.87,0.52
"SL1344_4420",9.24,9.04,2.02,2.56,0.46,0.32
"SL1344_4421",10.69,11.39,2.2,2.83,0.15,0.07
"SL1344_4422",13.83,13.8,4.21,4.62,0.55,0.22
"SL1344_4423",15.79,15.17,3.36,3.9,0.28,0.25
"SL1344_4424",9.32,9.65,1.91,2.6,0.59,0.27
"SL1344_4425",8.12,7.96,2.31,2.59,0.16,0.11
"SL1344_4426",15.89,13.67,5.29,6.31,0.52,0.21
"SL1344_4427",15.81,17,3.32,4.68,0.24,0.2
"SL1344_4427A",1.8,3.05,0.44,0.62,0.6,0.24
"SL1344_4429",23.26,23.24,7.57,9.65,1.91,0.82
"SL1344_4430",0.87,0.82,1.01,1.45,0.23,0.12
"SL1344_4431",1.3,0.61,4.09,7.29,1.92,0.56
"SL1344_4432",0.04,0.3,0.23,0.46,0.15,0.07
"SL1344_4433",10.81,12.16,23,23.04,4.7,1.87
"SL1344_4434",0.77,0.66,1.87,2.8,0.57,0.15
"SL1344_4435",1.85,3.22,1.81,1.71,0.41,0.24
"SL1344_4436",4.22,4.52,1.9,1.95,0.58,0.26
"SL1344_4437",5.42,5.49,4.6,4.36,2.82,1.58
"SL1344_4438",1.02,1.54,0.54,0.82,0.3,0.23
"IsrQ",94.03,94.24,69.42,68.83,34.83,14.57
"SL1344_ncRNA_112",94.03,94.08,69.42,68.75,34.83,14.57
"SL1344_4439",1.69,0.68,2.42,3.25,0.43,0.21
"SL1344_4440",2.78,2.63,3.65,4.87,0.34,0.31
"SL1344_4441",1.3,1.49,2.43,5.06,0.45,0.18
"SL1344_4442",3.42,3.3,2.24,4.17,0.23,0.09
"SL1344_4443",2.14,2.62,5.27,9.09,0.16,0.12
"SL1344_4444",2.52,2.94,5.02,8.69,0.78,0.29
"SL1344_4445",0.5,0.62,2.87,7.49,0.13,0.07
